geoid,name,B19013001,"B19013001, Error"
14000US36061017900,"Census Tract 179, New York, NY",125259,36289
14000US36061018000,"Census Tract 180, New York, NY",27152,15095
14000US36061018100,"Census Tract 181, New York, NY",102127,27677
14000US36061018200,"Census Tract 182, New York, NY",29929,15135
14000US36061018300,"Census Tract 183, New York, NY",129909,46158
14000US36061018400,"Census Tract 184, New York, NY",27293,5630
14000US36061018500,"Census Tract 185, New York, NY",142986,38429
14000US36061018600,"Census Tract 186, New York, NY",40073,7389
14000US36061018700,"Census Tract 187, New York, NY",140970,33172
14000US36061018800,"Census Tract 188, New York, NY",42272,13234
14000US36061018900,"Census Tract 189, New York, NY",29421,10999
14000US36061019000,"Census Tract 190, New York, NY",76406,17761
14000US36061019100,"Census Tract 191, New York, NY",130625,20299
14000US36061019200,"Census Tract 192, New York, NY",16295,6718
14000US36061019300,"Census Tract 193, New York, NY",73487,16789
14000US36061019400,"Census Tract 194, New York, NY",19926,18420
14000US36061019500,"Census Tract 195, New York, NY",105234,7345
14000US36061019600,"Census Tract 196, New York, NY",20093,4455
14000US36061019701,"Census Tract 197.01, New York, NY",44154,8420
14000US36061019702,"Census Tract 197.02, New York, NY",85227,32557
14000US36061019800,"Census Tract 198, New York, NY",88646,35928
14000US36061019900,"Census Tract 199, New York, NY",91056,31581
14000US36061020000,"Census Tract 200, New York, NY",61250,23829
14000US36061020101,"Census Tract 201.01, New York, NY",156250,36096
14000US36061020102,"Census Tract 201.02, New York, NY",79273,21212
14000US36061020300,"Census Tract 203, New York, NY",58835,9555
14000US36061020500,"Census Tract 205, New York, NY",179348,56813
14000US36061020600,"Census Tract 206, New York, NY",44493,10070
14000US36061020701,"Census Tract 207.01, New York, NY",67610,19576
14000US36061020800,"Census Tract 208, New York, NY",98426,34581
14000US36061020901,"Census Tract 209.01, New York, NY",22000,9056
14000US36061021000,"Census Tract 210, New York, NY",36616,13203
14000US36061021100,"Census Tract 211, New York, NY",67538,22276
14000US36061021200,"Census Tract 212, New York, NY",67900,30545
14000US36061021303,"Census Tract 213.03, New York, NY",59184,17546
14000US36061021400,"Census Tract 214, New York, NY",54375,14492
14000US36061021500,"Census Tract 215, New York, NY",49293,14714
14000US36061021600,"Census Tract 216, New York, NY",58297,8978
14000US36061021703,"Census Tract 217.03, New York, NY",,
14000US36061021800,"Census Tract 218, New York, NY",42796,24647
14000US36061021900,"Census Tract 219, New York, NY",22068,7840
14000US36061022000,"Census Tract 220, New York, NY",95761,7901
14000US36061022102,"Census Tract 221.02, New York, NY",99931,33996
14000US36061022200,"Census Tract 222, New York, NY",61125,31651
14000US36061022301,"Census Tract 223.01, New York, NY",55365,14544
14000US36061022302,"Census Tract 223.02, New York, NY",25738,8657
14000US36061022400,"Census Tract 224, New York, NY",34224,16583
14000US36061022500,"Census Tract 225, New York, NY",57933,21729
14000US36061022600,"Census Tract 226, New York, NY",52838,10593
14000US36061022700,"Census Tract 227, New York, NY",56265,13304
14000US36061022800,"Census Tract 228, New York, NY",77701,11403
14000US36061022900,"Census Tract 229, New York, NY",48591,11719
14000US36061023000,"Census Tract 230, New York, NY",37695,13998
14000US36061023100,"Census Tract 231, New York, NY",59043,14231
14000US36061023200,"Census Tract 232, New York, NY",35357,11058
14000US36061023300,"Census Tract 233, New York, NY",77660,16784
14000US36061023400,"Census Tract 234, New York, NY",66411,10602
14000US36061023501,"Census Tract 235.01, New York, NY",71592,8342
14000US36061023502,"Census Tract 235.02, New York, NY",49750,24901
14000US36061023600,"Census Tract 236, New York, NY",46774,13346
14000US36061023700,"Census Tract 237, New York, NY",42610,14305
14000US36061023802,"Census Tract 238.02, New York, NY",97703,23212
14000US36061023803,"Census Tract 238.03, New York, NY",83529,33544
14000US36061023804,"Census Tract 238.04, New York, NY",167379,46149
14000US36061023900,"Census Tract 239, New York, NY",43526,9331
14000US36061024000,"Census Tract 240, New York, NY",,
14000US36061024100,"Census Tract 241, New York, NY",56984,4653
14000US36061024200,"Census Tract 242, New York, NY",37115,5579
14000US36061024301,"Census Tract 243.01, New York, NY",71250,14412
14000US36061024302,"Census Tract 243.02, New York, NY",25448,6993
14000US36061024500,"Census Tract 245, New York, NY",45645,4225
14000US36061024700,"Census Tract 247, New York, NY",49888,48134
14000US36061024900,"Census Tract 249, New York, NY",78438,27269
14000US36061025100,"Census Tract 251, New York, NY",34063,10498
14000US36061025300,"Census Tract 253, New York, NY",62684,5265
14000US36061025500,"Census Tract 255, New York, NY",62153,21653
14000US36061025700,"Census Tract 257, New York, NY",83750,15314
14000US36061025900,"Census Tract 259, New York, NY",71436,14461
14000US36061026100,"Census Tract 261, New York, NY",44173,13817
14000US36061026300,"Census Tract 263, New York, NY",54489,15446
14000US36061026500,"Census Tract 265, New York, NY",91521,8292
14000US36061026700,"Census Tract 267, New York, NY",59559,11892
14000US36061026900,"Census Tract 269, New York, NY",60619,8905
14000US36061027100,"Census Tract 271, New York, NY",72061,15967
14000US36061027300,"Census Tract 273, New York, NY",106316,7045
14000US36061027500,"Census Tract 275, New York, NY",149007,52381
14000US36061027700,"Census Tract 277, New York, NY",31650,20439
14000US36061027900,"Census Tract 279, New York, NY",51599,8172
14000US36061028100,"Census Tract 281, New York, NY",98750,17547
14000US36061028300,"Census Tract 283, New York, NY",64394,9896
14000US36061028500,"Census Tract 285, New York, NY",51959,6463
14000US36061028700,"Census Tract 287, New York, NY",69688,16752
14000US36061029100,"Census Tract 291, New York, NY",50106,7470
14000US36061029300,"Census Tract 293, New York, NY",55903,14727
14000US36061029500,"Census Tract 295, New York, NY",80327,7759
14000US36061029700,"Census Tract 297, New York, NY",,
14000US36061029900,"Census Tract 299, New York, NY",21458,9892
14000US36061030300,"Census Tract 303, New York, NY",80972,19149
14000US36061030700,"Census Tract 307, New York, NY",105540,17719
14000US36061030900,"Census Tract 309, New York, NY",41135,3270
14000US36061031100,"Census Tract 311, New York, NY",,
14000US36061031703,"Census Tract 317.03, New York, NY",250001,
14000US36061031704,"Census Tract 317.04, New York, NY",207092,35759
14000US36061031900,"Census Tract 319, New York, NY",,
14000US36081000101,"Census Tract 1.01, Queens, NY",117024,19507
14000US36081000102,"Census Tract 1.02, Queens, NY",197930,31552
14000US36081000103,"Census Tract 1.03, Queens, NY",,
14000US36081000104,"Census Tract 1.04, Queens, NY",,
14000US36081000200,"Census Tract 2, Queens, NY",65000,32653
14000US36081000400,"Census Tract 4, Queens, NY",72773,9691
14000US36081000600,"Census Tract 6, Queens, NY",80366,19499
14000US36081000701,"Census Tract 7.01, Queens, NY",155154,29008
14000US36081000702,"Census Tract 7.02, Queens, NY",102250,25360
14000US36081000800,"Census Tract 8, Queens, NY",80577,34097
14000US36081001000,"Census Tract 10, Queens, NY",105022,37635
14000US36081001200,"Census Tract 12, Queens, NY",69545,10492
14000US36081001400,"Census Tract 14, Queens, NY",72413,14283
14000US36081001600,"Census Tract 16, Queens, NY",82143,23518
14000US36081001800,"Census Tract 18, Queens, NY",101285,16764
14000US36081001901,"Census Tract 19.01, Queens, NY",197426,82078
14000US36081001902,"Census Tract 19.02, Queens, NY",134911,25700
14000US36081001903,"Census Tract 19.03, Queens, NY",153235,48377
14000US36081002000,"Census Tract 20, Queens, NY",84286,22967
14000US36081002200,"Census Tract 22, Queens, NY",66215,11852
14000US36081002400,"Census Tract 24, Queens, NY",48824,18317
14000US36081002500,"Census Tract 25, Queens, NY",21065,3434
14000US36081002600,"Census Tract 26, Queens, NY",116516,4360
14000US36081002800,"Census Tract 28, Queens, NY",76628,13333
14000US36081003000,"Census Tract 30, Queens, NY",79833,40797
14000US36081003100,"Census Tract 31, Queens, NY",107679,29087
14000US36081003200,"Census Tract 32, Queens, NY",88000,81759
14000US36081003301,"Census Tract 33.01, Queens, NY",143358,18384
14000US36081003302,"Census Tract 33.02, Queens, NY",48015,25056
14000US36081003400,"Census Tract 34, Queens, NY",72292,12716
14000US36081003600,"Census Tract 36, Queens, NY",75668,13848
14000US36081003700,"Census Tract 37, Queens, NY",,
14000US36081003800,"Census Tract 38, Queens, NY",95598,22163
14000US36081003900,"Census Tract 39, Queens, NY",48468,2221
14000US36081004001,"Census Tract 40.01, Queens, NY",89565,8406
14000US36081004002,"Census Tract 40.02, Queens, NY",42040,4030
14000US36081004200,"Census Tract 42, Queens, NY",69886,28831
14000US36081004300,"Census Tract 43, Queens, NY",22689,3873
14000US36081004401,"Census Tract 44.01, Queens, NY",73444,24180
14000US36081004500,"Census Tract 45, Queens, NY",74141,17148
14000US36081004700,"Census Tract 47, Queens, NY",46600,12240
14000US36081005000,"Census Tract 50, Queens, NY",,
14000US36081005100,"Census Tract 51, Queens, NY",70313,16871
14000US36081005200,"Census Tract 52, Queens, NY",66921,17463
14000US36081005300,"Census Tract 53, Queens, NY",96690,20376
14000US36081005400,"Census Tract 54, Queens, NY",79044,12381
14000US36081005500,"Census Tract 55, Queens, NY",90938,62445
14000US36081005700,"Census Tract 57, Queens, NY",81250,20917
14000US36081005800,"Census Tract 58, Queens, NY",83265,7276
14000US36081005900,"Census Tract 59, Queens, NY",80729,18984
14000US36081006100,"Census Tract 61, Queens, NY",100067,14225
14000US36081006201,"Census Tract 62.01, Queens, NY",61933,9322
14000US36081006202,"Census Tract 62.02, Queens, NY",66764,27581
14000US36081006300,"Census Tract 63, Queens, NY",105171,18861
14000US36081006501,"Census Tract 65.01, Queens, NY",101063,18419
14000US36081006502,"Census Tract 65.02, Queens, NY",82117,9351
14000US36081006900,"Census Tract 69, Queens, NY",123375,38297
14000US36081007100,"Census Tract 71, Queens, NY",103839,23853
14000US36081007300,"Census Tract 73, Queens, NY",106060,6993
14000US36081007500,"Census Tract 75, Queens, NY",86382,42948
14000US36081007700,"Census Tract 77, Queens, NY",98438,18879
14000US36081007900,"Census Tract 79, Queens, NY",99129,41046
14000US36081008100,"Census Tract 81, Queens, NY",81615,27798
14000US36081008300,"Census Tract 83, Queens, NY",76932,26344
14000US36081008500,"Census Tract 85, Queens, NY",81442,44386
14000US36081008600,"Census Tract 86, Queens, NY",64519,18344
14000US36081008700,"Census Tract 87, Queens, NY",17981,12283
14000US36081008800,"Census Tract 88, Queens, NY",105485,18124
14000US36081009100,"Census Tract 91, Queens, NY",85197,29633
14000US36081009400,"Census Tract 94, Queens, NY",68813,33645
14000US36081009500,"Census Tract 95, Queens, NY",91875,11024
14000US36081009600,"Census Tract 96, Queens, NY",97500,23424
14000US36081009700,"Census Tract 97, Queens, NY",112083,23919
14000US36081009800,"Census Tract 98, Queens, NY",91641,17714
14000US36081009900,"Census Tract 99, Queens, NY",,
14000US36081010000,"Census Tract 100, Queens, NY",108971,33923
14000US36081010100,"Census Tract 101, Queens, NY",95978,11946
14000US36081010200,"Census Tract 102, Queens, NY",92096,12520
14000US36081010300,"Census Tract 103, Queens, NY",70742,5481
14000US36081010400,"Census Tract 104, Queens, NY",63000,32440
14000US36081010500,"Census Tract 105, Queens, NY",57483,33326
14000US36081010600,"Census Tract 106, Queens, NY",101709,25093
14000US36081010701,"Census Tract 107.01, Queens, NY",,
14000US36081010800,"Census Tract 108, Queens, NY",88636,19197
14000US36081011000,"Census Tract 110, Queens, NY",85833,27865
14000US36081011100,"Census Tract 111, Queens, NY",99926,26258
14000US36081011200,"Census Tract 112, Queens, NY",67762,17976
14000US36081011300,"Census Tract 113, Queens, NY",107609,10477
14000US36081011400,"Census Tract 114, Queens, NY",76698,7346
14000US36081011500,"Census Tract 115, Queens, NY",106058,28352
14000US36081011600,"Census Tract 116, Queens, NY",58516,39145
14000US36081011700,"Census Tract 117, Queens, NY",102926,6703
14000US36081011800,"Census Tract 118, Queens, NY",74052,8660
14000US36081011900,"Census Tract 119, Queens, NY",72670,10317
14000US36081012000,"Census Tract 120, Queens, NY",73969,9466
14000US36081012100,"Census Tract 121, Queens, NY",93750,39501
14000US36081012200,"Census Tract 122, Queens, NY",85357,30008
14000US36081012301,"Census Tract 123.01, Queens, NY",110433,13138
14000US36081012400,"Census Tract 124, Queens, NY",73958,30160
14000US36081012500,"Census Tract 125, Queens, NY",92361,26220
14000US36081012601,"Census Tract 126.01, Queens, NY",77366,11981
14000US36081012602,"Census Tract 126.02, Queens, NY",68242,5493
14000US36081012800,"Census Tract 128, Queens, NY",86607,21827
14000US36081013000,"Census Tract 130, Queens, NY",65106,30131
14000US36081013200,"Census Tract 132, Queens, NY",81061,14350
14000US36081013400,"Census Tract 134, Queens, NY",83542,27627
14000US36081013500,"Census Tract 135, Queens, NY",83162,14060
14000US36081013600,"Census Tract 136, Queens, NY",75750,9390
14000US36081013700,"Census Tract 137, Queens, NY",108015,11921
14000US36081013800,"Census Tract 138, Queens, NY",74083,9603
14000US36081014000,"Census Tract 140, Queens, NY",94129,17494
14000US36081014100,"Census Tract 141, Queens, NY",86563,24193
14000US36081014201,"Census Tract 142.01, Queens, NY",67351,27937
14000US36081014202,"Census Tract 142.02, Queens, NY",67450,46665
14000US36081014300,"Census Tract 143, Queens, NY",76607,21210
14000US36081014400,"Census Tract 144, Queens, NY",63906,15183
14000US36081014500,"Census Tract 145, Queens, NY",79609,22474
14000US36081014700,"Census Tract 147, Queens, NY",71815,18034
14000US36081014800,"Census Tract 148, Queens, NY",,
14000US36081014900,"Census Tract 149, Queens, NY",59781,25798
14000US36081015000,"Census Tract 150, Queens, NY",98636,33707
14000US36081015100,"Census Tract 151, Queens, NY",73413,19286
14000US36081015200,"Census Tract 152, Queens, NY",71986,7229
14000US36081015300,"Census Tract 153, Queens, NY",89453,17292
14000US36081015400,"Census Tract 154, Queens, NY",92813,19749
14000US36081015500,"Census Tract 155, Queens, NY",93942,23530
14000US36081015600,"Census Tract 156, Queens, NY",73877,10985
14000US36081015700,"Census Tract 157, Queens, NY",62571,7510
14000US36081015801,"Census Tract 158.01, Queens, NY",84600,8536
14000US36081015802,"Census Tract 158.02, Queens, NY",92760,30876
14000US36081015900,"Census Tract 159, Queens, NY",80000,9570
14000US36081016100,"Census Tract 161, Queens, NY",93802,15438
14000US36081016300,"Census Tract 163, Queens, NY",30214,11423
14000US36081016400,"Census Tract 164, Queens, NY",92153,41355
14000US36081016600,"Census Tract 166, Queens, NY",61490,11990
14000US36081016800,"Census Tract 168, Queens, NY",101146,15329
14000US36081016900,"Census Tract 169, Queens, NY",77027,15493
14000US36081017000,"Census Tract 170, Queens, NY",81786,14294
14000US36081017101,"Census Tract 171.01, Queens, NY",,
14000US36081017102,"Census Tract 171.02, Queens, NY",,
14000US36081017200,"Census Tract 172, Queens, NY",71902,20961
14000US36081017400,"Census Tract 174, Queens, NY",82300,25135
14000US36081017600,"Census Tract 176, Queens, NY",58125,21022
14000US36081017800,"Census Tract 178, Queens, NY",68333,14257
14000US36081017901,"Census Tract 179.01, Queens, NY",61681,17183
14000US36081017902,"Census Tract 179.02, Queens, NY",,
14000US36081018000,"Census Tract 180, Queens, NY",76250,37526
14000US36081018101,"Census Tract 181.01, Queens, NY",74884,4127
14000US36081018102,"Census Tract 181.02, Queens, NY",83523,9181
14000US36081018200,"Census Tract 182, Queens, NY",69183,9284
14000US36081018300,"Census Tract 183, Queens, NY",80529,12063
14000US36081018401,"Census Tract 184.01, Queens, NY",50446,16483
14000US36081018402,"Census Tract 184.02, Queens, NY",82794,22179
14000US36081018501,"Census Tract 185.01, Queens, NY",63710,12725
14000US36081018502,"Census Tract 185.02, Queens, NY",98750,25685
14000US36081018600,"Census Tract 186, Queens, NY",74750,15661
14000US36081018700,"Census Tract 187, Queens, NY",73382,24206
14000US36081018800,"Census Tract 188, Queens, NY",91420,29792
14000US36081018900,"Census Tract 189, Queens, NY",80039,19575
14000US36081019000,"Census Tract 190, Queens, NY",75511,17417
14000US36081019200,"Census Tract 192, Queens, NY",71938,22506
14000US36081019400,"Census Tract 194, Queens, NY",84609,13193
14000US36081019600,"Census Tract 196, Queens, NY",78542,18257
14000US36081019800,"Census Tract 198, Queens, NY",84034,25699
14000US36081019901,"Census Tract 199.01, Queens, NY",,
14000US36081019902,"Census Tract 199.02, Queens, NY",,
14000US36081019903,"Census Tract 199.03, Queens, NY",,
14000US36081020200,"Census Tract 202, Queens, NY",96575,14141
14000US36081020400,"Census Tract 204, Queens, NY",56458,4751
14000US36081020500,"Census Tract 205, Queens, NY",61023,13237
14000US36081020600,"Census Tract 206, Queens, NY",72188,25562
14000US36081020800,"Census Tract 208, Queens, NY",72574,28661
14000US36081021200,"Census Tract 212, Queens, NY",60700,16239
14000US36081021400,"Census Tract 214, Queens, NY",55649,20501
14000US36081021601,"Census Tract 216.01, Queens, NY",92763,13973
14000US36081021602,"Census Tract 216.02, Queens, NY",65564,11611
14000US36081021603,"Census Tract 216.03, Queens, NY",,
14000US36081021900,"Census Tract 219, Queens, NY",,
14000US36081022001,"Census Tract 220.01, Queens, NY",76034,14363
14000US36081022002,"Census Tract 220.02, Queens, NY",84783,27997
14000US36081022900,"Census Tract 229, Queens, NY",,
14000US36081023000,"Census Tract 230, Queens, NY",100000,16680
14000US36081023200,"Census Tract 232, Queens, NY",81650,31427
14000US36081023501,"Census Tract 235.01, Queens, NY",54539,15841
14000US36081023502,"Census Tract 235.02, Queens, NY",60213,28483
14000US36081023600,"Census Tract 236, Queens, NY",66339,11219
14000US36081023800,"Census Tract 238, Queens, NY",52679,7157
14000US36081024000,"Census Tract 240, Queens, NY",56887,13153
14000US36081024300,"Census Tract 243, Queens, NY",56563,16075
14000US36081024500,"Census Tract 245, Queens, NY",59078,12002
14000US36081024600,"Census Tract 246, Queens, NY",,
14000US36081024700,"Census Tract 247, Queens, NY",66042,28779
14000US36081024900,"Census Tract 249, Queens, NY",68211,5412
14000US36081025100,"Census Tract 251, Queens, NY",88899,14473
14000US36081025301,"Census Tract 253.01, Queens, NY",65245,5620
14000US36081025302,"Census Tract 253.02, Queens, NY",67500,26279
14000US36081025401,"Census Tract 254.01, Queens, NY",78056,30948
14000US36081025402,"Census Tract 254.02, Queens, NY",39038,3619
14000US36081025500,"Census Tract 255, Queens, NY",82000,13576
14000US36081025700,"Census Tract 257, Queens, NY",76544,24476
14000US36081025800,"Census Tract 258, Queens, NY",83828,18508
14000US36081025900,"Census Tract 259, Queens, NY",66301,20854
14000US36081026000,"Census Tract 260, Queens, NY",78125,10587
14000US36081026100,"Census Tract 261, Queens, NY",67698,17513
14000US36081026200,"Census Tract 262, Queens, NY",73523,13135
14000US36081026300,"Census Tract 263, Queens, NY",75335,23753
14000US36081026400,"Census Tract 264, Queens, NY",71042,21550
14000US36081026501,"Census Tract 265.01, Queens, NY",53289,15803
14000US36081026502,"Census Tract 265.02, Queens, NY",98140,55098
14000US36081026600,"Census Tract 266, Queens, NY",23542,17314
14000US36081026700,"Census Tract 267, Queens, NY",47364,7300
14000US36081026901,"Census Tract 269.01, Queens, NY",65145,13585
14000US36081026902,"Census Tract 269.02, Queens, NY",50061,9587
14000US36081027000,"Census Tract 270, Queens, NY",106797,31847
14000US36081027101,"Census Tract 271.01, Queens, NY",52090,21933
14000US36081027102,"Census Tract 271.02, Queens, NY",69775,15943
14000US36081027200,"Census Tract 272, Queens, NY",77143,17382
14000US36081027301,"Census Tract 273.01, Queens, NY",44049,10350
14000US36081027302,"Census Tract 273.02, Queens, NY",46860,19081
14000US36081027400,"Census Tract 274, Queens, NY",55429,27187
14000US36081027500,"Census Tract 275, Queens, NY",47383,15951
14000US36081027600,"Census Tract 276, Queens, NY",69875,47364
14000US36081027701,"Census Tract 277.01, Queens, NY",57616,30338
14000US36081027702,"Census Tract 277.02, Queens, NY",67171,15660
14000US36081027800,"Census Tract 278, Queens, NY",46154,15831
14000US36081027900,"Census Tract 279, Queens, NY",67381,15747
14000US36081028000,"Census Tract 280, Queens, NY",52083,21171
14000US36081028100,"Census Tract 281, Queens, NY",67072,24726
14000US36081028200,"Census Tract 282, Queens, NY",55197,37138
14000US36081028300,"Census Tract 283, Queens, NY",71484,6405
14000US36081028400,"Census Tract 284, Queens, NY",92500,22552
14000US36081028500,"Census Tract 285, Queens, NY",83212,26020
14000US36081028700,"Census Tract 287, Queens, NY",68213,11051
14000US36081028801,"Census Tract 288.01, Queens, NY",78672,47895
14000US36081028802,"Census Tract 288.02, Queens, NY",86648,16892
14000US36081028803,"Census Tract 288.03, Queens, NY",,
14000US36081028900,"Census Tract 289, Queens, NY",76424,16437
14000US36081029100,"Census Tract 291, Queens, NY",58226,5107
14000US36081029300,"Census Tract 293, Queens, NY",66458,4029
14000US36081029400,"Census Tract 294, Queens, NY",92992,17253
14000US36081029500,"Census Tract 295, Queens, NY",78185,3706
14000US36081029700,"Census Tract 297, Queens, NY",76316,27698
14000US36081029900,"Census Tract 299, Queens, NY",,
14000US36081030600,"Census Tract 306, Queens, NY",86858,32373
14000US36081030903,"Census Tract 309.03, Queens, NY",77269,13687
14000US36081030904,"Census Tract 309.04, Queens, NY",58500,16388
14000US36081030905,"Census Tract 309.05, Queens, NY",88077,54485
14000US36081030906,"Census Tract 309.06, Queens, NY",64799,8604
14000US36081031700,"Census Tract 317, Queens, NY",70400,18260
14000US36081032000,"Census Tract 320, Queens, NY",76875,15660
14000US36081032700,"Census Tract 327, Queens, NY",55395,10136
14000US36081032800,"Census Tract 328, Queens, NY",79401,7049
14000US36081032900,"Census Tract 329, Queens, NY",53603,31590
14000US36081033000,"Census Tract 330, Queens, NY",89685,3788
14000US36081033100,"Census Tract 331, Queens, NY",,
14000US36081033401,"Census Tract 334.01, Queens, NY",79097,18247
14000US36081033403,"Census Tract 334.03, Queens, NY",47813,2406
14000US36081033404,"Census Tract 334.04, Queens, NY",40758,32322
14000US36081033405,"Census Tract 334.05, Queens, NY",64965,15869
14000US36081033700,"Census Tract 337, Queens, NY",108638,29119
14000US36081033900,"Census Tract 339, Queens, NY",57342,7004
14000US36081034700,"Census Tract 347, Queens, NY",61410,6601
14000US36081035100,"Census Tract 351, Queens, NY",66151,21286
14000US36081035200,"Census Tract 352, Queens, NY",97417,13929
14000US36081035300,"Census Tract 353, Queens, NY",97813,64368
14000US36081035700,"Census Tract 357, Queens, NY",82604,32328
14000US36081035800,"Census Tract 358, Queens, NY",104125,20852
14000US36081036100,"Census Tract 361, Queens, NY",67225,26495
14000US36081036300,"Census Tract 363, Queens, NY",67708,17765
14000US36081036500,"Census Tract 365, Queens, NY",62841,16695
14000US36081036600,"Census Tract 366, Queens, NY",71500,20001
14000US36081036700,"Census Tract 367, Queens, NY",50855,23818
14000US36081036800,"Census Tract 368, Queens, NY",86293,27533
14000US36081037100,"Census Tract 371, Queens, NY",64433,3298
14000US36081037300,"Census Tract 373, Queens, NY",61042,31744
14000US36081037501,"Census Tract 375.01, Queens, NY",58179,12423
14000US36081037502,"Census Tract 375.02, Queens, NY",61673,9348
14000US36081037600,"Census Tract 376, Queens, NY",108902,16125
14000US36081037700,"Census Tract 377, Queens, NY",75781,13454
14000US36081037900,"Census Tract 379, Queens, NY",70131,7192
14000US36081038100,"Census Tract 381, Queens, NY",71721,11560
14000US36081038301,"Census Tract 383.01, Queens, NY",,
14000US36081038302,"Census Tract 383.02, Queens, NY",,
14000US36081038400,"Census Tract 384, Queens, NY",92118,10922
14000US36081039400,"Census Tract 394, Queens, NY",98083,15392
14000US36081039800,"Census Tract 398, Queens, NY",113194,30954
14000US36081039901,"Census Tract 399.01, Queens, NY",87369,10882
14000US36081039902,"Census Tract 399.02, Queens, NY",51118,8923
14000US36081040000,"Census Tract 400, Queens, NY",107188,28246
14000US36081040101,"Census Tract 401.01, Queens, NY",54424,10576
14000US36081040102,"Census Tract 401.02, Queens, NY",65954,9116
14000US36081040200,"Census Tract 402, Queens, NY",120833,39788
14000US36081040301,"Census Tract 403.01, Queens, NY",32339,28617
14000US36081040302,"Census Tract 403.02, Queens, NY",70192,12300
14000US36081040400,"Census Tract 404, Queens, NY",60625,20614
14000US36081040501,"Census Tract 405.01, Queens, NY",,
14000US36081040502,"Census Tract 405.02, Queens, NY",82011,23367
14000US36081040701,"Census Tract 407.01, Queens, NY",73608,12352
14000US36081040702,"Census Tract 407.02, Queens, NY",91806,7723
14000US36081040901,"Census Tract 409.01, Queens, NY",,
14000US36081040902,"Census Tract 409.02, Queens, NY",57763,16460
14000US36081041100,"Census Tract 411, Queens, NY",62870,13021
14000US36081041300,"Census Tract 413, Queens, NY",64565,13628
14000US36081041400,"Census Tract 414, Queens, NY",81871,3185
14000US36081041500,"Census Tract 415, Queens, NY",59978,20566
14000US36081042400,"Census Tract 424, Queens, NY",72750,29154
14000US36081042600,"Census Tract 426, Queens, NY",,
14000US36081042700,"Census Tract 427, Queens, NY",48778,28787
14000US36081043200,"Census Tract 432, Queens, NY",93269,9853
14000US36081043400,"Census Tract 434, Queens, NY",91726,50938
14000US36081043701,"Census Tract 437.01, Queens, NY",58625,37140
14000US36081043702,"Census Tract 437.02, Queens, NY",55573,8280
14000US36081043900,"Census Tract 439, Queens, NY",44886,19751
14000US36081044000,"Census Tract 440, Queens, NY",72781,36002
14000US36081044301,"Census Tract 443.01, Queens, NY",30425,18486
14000US36081044302,"Census Tract 443.02, Queens, NY",55667,17241
14000US36081044400,"Census Tract 444, Queens, NY",49911,22695
14000US36081044601,"Census Tract 446.01, Queens, NY",51585,10630
14000US36081044602,"Census Tract 446.02, Queens, NY",40292,14316
14000US36081044800,"Census Tract 448, Queens, NY",56182,21366
14000US36081045000,"Census Tract 450, Queens, NY",128472,83238
14000US36081045200,"Census Tract 452, Queens, NY",80417,61546
14000US36081045400,"Census Tract 454, Queens, NY",53777,17849
14000US36081045500,"Census Tract 455, Queens, NY",62368,15541
14000US36081045600,"Census Tract 456, Queens, NY",78875,55008
14000US36081045700,"Census Tract 457, Queens, NY",65121,16517
14000US36081045800,"Census Tract 458, Queens, NY",67639,15486
14000US36081045900,"Census Tract 459, Queens, NY",74871,20822
14000US36081046000,"Census Tract 460, Queens, NY",58234,11079
14000US36081046100,"Census Tract 461, Queens, NY",68047,16441
14000US36081046200,"Census Tract 462, Queens, NY",54489,10010
14000US36081046300,"Census Tract 463, Queens, NY",57518,7715
14000US36081046400,"Census Tract 464, Queens, NY",100781,12035
14000US36081046500,"Census Tract 465, Queens, NY",74205,12426
14000US36081046600,"Census Tract 466, Queens, NY",63496,11041
14000US36081046700,"Census Tract 467, Queens, NY",61215,14325
14000US36081046800,"Census Tract 468, Queens, NY",74669,10396
14000US36081046901,"Census Tract 469.01, Queens, NY",62583,18006
14000US36081046902,"Census Tract 469.02, Queens, NY",69417,28947
14000US36081047000,"Census Tract 470, Queens, NY",50000,36794
14000US36081047100,"Census Tract 471, Queens, NY",47067,10021
14000US36081047200,"Census Tract 472, Queens, NY",100475,20597
14000US36081047300,"Census Tract 473, Queens, NY",62799,4780
14000US36081047500,"Census Tract 475, Queens, NY",74769,9200
14000US36081047600,"Census Tract 476, Queens, NY",101928,45462
14000US36081047801,"Census Tract 478.01, Queens, NY",37427,23811
14000US36081047802,"Census Tract 478.02, Queens, NY",87066,30145
14000US36081047900,"Census Tract 479, Queens, NY",68179,8403
14000US36081048000,"Census Tract 480, Queens, NY",86450,24656
14000US36081048100,"Census Tract 481, Queens, NY",64091,14963
14000US36081048200,"Census Tract 482, Queens, NY",68942,18625
14000US36081048301,"Census Tract 483.01, Queens, NY",60298,21528
14000US36081048302,"Census Tract 483.02, Queens, NY",78592,13723
14000US36081048400,"Census Tract 484, Queens, NY",75106,18201
14000US36081048500,"Census Tract 485, Queens, NY",62434,16367
14000US36081048900,"Census Tract 489, Queens, NY",62000,23207
14000US36081049201,"Census Tract 492.01, Queens, NY",74583,16936
14000US36081049202,"Census Tract 492.02, Queens, NY",95919,28002
14000US36081049301,"Census Tract 493.01, Queens, NY",68125,19130
14000US36081049302,"Census Tract 493.02, Queens, NY",65735,36468
14000US36081049500,"Census Tract 495, Queens, NY",104107,35623
