geoid,name,B19013001,"B19013001, Error"
14000US36047060600,"Census Tract 606, Kings, NY",71994,16054
14000US36047060800,"Census Tract 608, Kings, NY",86607,35958
14000US36047061002,"Census Tract 610.02, Kings, NY",82515,23234
14000US36047061003,"Census Tract 610.03, Kings, NY",51597,14458
14000US36047061004,"Census Tract 610.04, Kings, NY",33685,5259
14000US36047061200,"Census Tract 612, Kings, NY",135500,40281
14000US36047061600,"Census Tract 616, Kings, NY",126375,50826
14000US36047062000,"Census Tract 620, Kings, NY",94348,25435
14000US36047062200,"Census Tract 622, Kings, NY",82422,34567
14000US36047062600,"Census Tract 626, Kings, NY",73472,16094
14000US36047062800,"Census Tract 628, Kings, NY",99710,10159
14000US36047063200,"Census Tract 632, Kings, NY",81196,16778
14000US36047063600,"Census Tract 636, Kings, NY",128636,31795
14000US36047063800,"Census Tract 638, Kings, NY",97981,27612
14000US36047064000,"Census Tract 640, Kings, NY",127917,23083
14000US36047064200,"Census Tract 642, Kings, NY",57466,19660
14000US36047064400,"Census Tract 644, Kings, NY",82500,22420
14000US36047064600,"Census Tract 646, Kings, NY",84833,35375
14000US36047064800,"Census Tract 648, Kings, NY",108846,16904
14000US36047065000,"Census Tract 650, Kings, NY",74159,7892
14000US36047065200,"Census Tract 652, Kings, NY",98103,32869
14000US36047065400,"Census Tract 654, Kings, NY",110500,14937
14000US36047065600,"Census Tract 656, Kings, NY",104653,15900
14000US36047065800,"Census Tract 658, Kings, NY",84427,23696
14000US36047066000,"Census Tract 660, Kings, NY",133571,21440
14000US36047066200,"Census Tract 662, Kings, NY",83446,16204
14000US36047066600,"Census Tract 666, Kings, NY",,
14000US36047067000,"Census Tract 670, Kings, NY",82629,11287
14000US36047067200,"Census Tract 672, Kings, NY",73807,25408
14000US36047067400,"Census Tract 674, Kings, NY",135139,33970
14000US36047067600,"Census Tract 676, Kings, NY",89265,19500
14000US36047067800,"Census Tract 678, Kings, NY",89844,19272
14000US36047068000,"Census Tract 680, Kings, NY",105272,53421
14000US36047068200,"Census Tract 682, Kings, NY",94957,52454
14000US36047068600,"Census Tract 686, Kings, NY",72500,35316
14000US36047068800,"Census Tract 688, Kings, NY",80481,16251
14000US36047069000,"Census Tract 690, Kings, NY",117292,12735
14000US36047069200,"Census Tract 692, Kings, NY",109167,20137
14000US36047069601,"Census Tract 696.01, Kings, NY",86023,32157
14000US36047069602,"Census Tract 696.02, Kings, NY",84619,13970
14000US36047069800,"Census Tract 698, Kings, NY",122019,20217
14000US36047070000,"Census Tract 700, Kings, NY",84034,6734
14000US36047070201,"Census Tract 702.01, Kings, NY",113707,29146
14000US36047070202,"Census Tract 702.02, Kings, NY",,
14000US36047070203,"Census Tract 702.03, Kings, NY",,
14000US36047070601,"Census Tract 706.01, Kings, NY",128385,33600
14000US36047070602,"Census Tract 706.02, Kings, NY",,
14000US36047072000,"Census Tract 720, Kings, NY",66285,14620
14000US36047072200,"Census Tract 722, Kings, NY",60048,28656
14000US36047072400,"Census Tract 724, Kings, NY",76458,8504
14000US36047072600,"Census Tract 726, Kings, NY",89814,29548
14000US36047072800,"Census Tract 728, Kings, NY",70096,29672
14000US36047073000,"Census Tract 730, Kings, NY",117857,22319
14000US36047073200,"Census Tract 732, Kings, NY",61572,6897
14000US36047073400,"Census Tract 734, Kings, NY",95515,35350
14000US36047073600,"Census Tract 736, Kings, NY",61292,17419
14000US36047073800,"Census Tract 738, Kings, NY",51719,29420
14000US36047074000,"Census Tract 740, Kings, NY",66250,48077
14000US36047074200,"Census Tract 742, Kings, NY",68931,12679
14000US36047074400,"Census Tract 744, Kings, NY",143565,32023
14000US36047074600,"Census Tract 746, Kings, NY",91000,30591
14000US36047074800,"Census Tract 748, Kings, NY",73000,27837
14000US36047075000,"Census Tract 750, Kings, NY",87134,12056
14000US36047075200,"Census Tract 752, Kings, NY",160536,55042
14000US36047075400,"Census Tract 754, Kings, NY",101581,25080
14000US36047075600,"Census Tract 756, Kings, NY",79583,46449
14000US36047075800,"Census Tract 758, Kings, NY",69375,23108
14000US36047076000,"Census Tract 760, Kings, NY",46949,21245
14000US36047076200,"Census Tract 762, Kings, NY",55500,14088
14000US36047076400,"Census Tract 764, Kings, NY",72889,10192
14000US36047076600,"Census Tract 766, Kings, NY",76250,5183
14000US36047076800,"Census Tract 768, Kings, NY",58663,28348
14000US36047077000,"Census Tract 770, Kings, NY",88482,36311
14000US36047077200,"Census Tract 772, Kings, NY",83555,24294
14000US36047077400,"Census Tract 774, Kings, NY",82562,10232
14000US36047077600,"Census Tract 776, Kings, NY",78561,10698
14000US36047078000,"Census Tract 780, Kings, NY",92391,34153
14000US36047078200,"Census Tract 782, Kings, NY",62470,10636
14000US36047078400,"Census Tract 784, Kings, NY",108500,12706
14000US36047078601,"Census Tract 786.01, Kings, NY",63891,4478
14000US36047078602,"Census Tract 786.02, Kings, NY",54030,12868
14000US36047078801,"Census Tract 788.01, Kings, NY",51838,9935
14000US36047078802,"Census Tract 788.02, Kings, NY",56635,19140
14000US36047079001,"Census Tract 790.01, Kings, NY",97576,53148
14000US36047079002,"Census Tract 790.02, Kings, NY",58851,8252
14000US36047079201,"Census Tract 792.01, Kings, NY",75417,25330
14000US36047079202,"Census Tract 792.02, Kings, NY",65192,23457
14000US36047079400,"Census Tract 794, Kings, NY",50714,18971
14000US36047079601,"Census Tract 796.01, Kings, NY",81056,17724
14000US36047079602,"Census Tract 796.02, Kings, NY",68513,16852
14000US36047079801,"Census Tract 798.01, Kings, NY",71583,20522
14000US36047079802,"Census Tract 798.02, Kings, NY",84426,15236
14000US36047080000,"Census Tract 800, Kings, NY",69543,14132
14000US36047080200,"Census Tract 802, Kings, NY",89289,14640
14000US36047080400,"Census Tract 804, Kings, NY",52500,16312
14000US36047080600,"Census Tract 806, Kings, NY",62135,17747
14000US36047080800,"Census Tract 808, Kings, NY",11988,1054
14000US36047081000,"Census Tract 810, Kings, NY",63362,18944
14000US36047081400,"Census Tract 814, Kings, NY",69938,25835
14000US36047081600,"Census Tract 816, Kings, NY",56555,9203
14000US36047081800,"Census Tract 818, Kings, NY",80000,21718
14000US36047082000,"Census Tract 820, Kings, NY",48475,12165
14000US36047082200,"Census Tract 822, Kings, NY",66323,18642
14000US36047082400,"Census Tract 824, Kings, NY",51419,8353
14000US36047082600,"Census Tract 826, Kings, NY",65866,9047
14000US36047082800,"Census Tract 828, Kings, NY",70189,18934
14000US36047083000,"Census Tract 830, Kings, NY",57348,12119
14000US36047083200,"Census Tract 832, Kings, NY",75625,18683
14000US36047083400,"Census Tract 834, Kings, NY",78906,17837
14000US36047083600,"Census Tract 836, Kings, NY",85449,11025
14000US36047083800,"Census Tract 838, Kings, NY",85060,7853
14000US36047084000,"Census Tract 840, Kings, NY",69948,29896
14000US36047084600,"Census Tract 846, Kings, NY",53281,18136
14000US36047084800,"Census Tract 848, Kings, NY",88438,30061
14000US36047085000,"Census Tract 850, Kings, NY",89531,18757
14000US36047085200,"Census Tract 852, Kings, NY",,
14000US36047085400,"Census Tract 854, Kings, NY",62361,12689
14000US36047085600,"Census Tract 856, Kings, NY",71141,15050
14000US36047085800,"Census Tract 858, Kings, NY",65865,9598
14000US36047086000,"Census Tract 860, Kings, NY",66531,12858
14000US36047086200,"Census Tract 862, Kings, NY",49861,10282
14000US36047086400,"Census Tract 864, Kings, NY",70750,24015
14000US36047086600,"Census Tract 866, Kings, NY",67995,20002
14000US36047086800,"Census Tract 868, Kings, NY",42171,15460
14000US36047087000,"Census Tract 870, Kings, NY",54432,21070
14000US36047087200,"Census Tract 872, Kings, NY",61538,8568
14000US36047087401,"Census Tract 874.01, Kings, NY",39814,28192
14000US36047087600,"Census Tract 876, Kings, NY",41129,5428
14000US36047087800,"Census Tract 878, Kings, NY",56875,9497
14000US36047088001,"Census Tract 880.01, Kings, NY",45375,13644
14000US36047088002,"Census Tract 880.02, Kings, NY",87448,36012
14000US36047088200,"Census Tract 882, Kings, NY",48200,12751
14000US36047088400,"Census Tract 884, Kings, NY",38703,19183
14000US36047088600,"Census Tract 886, Kings, NY",42344,17171
14000US36047088800,"Census Tract 888, Kings, NY",44754,13783
14000US36047089000,"Census Tract 890, Kings, NY",55550,10385
14000US36047089200,"Census Tract 892, Kings, NY",26807,10068
14000US36047089400,"Census Tract 894, Kings, NY",55352,12088
14000US36047089600,"Census Tract 896, Kings, NY",21553,15485
14000US36047089800,"Census Tract 898, Kings, NY",56054,13614
14000US36047090000,"Census Tract 900, Kings, NY",38088,16442
14000US36047090200,"Census Tract 902, Kings, NY",37557,17150
14000US36047090600,"Census Tract 906, Kings, NY",19049,10853
14000US36047090800,"Census Tract 908, Kings, NY",15050,9197
14000US36047091000,"Census Tract 910, Kings, NY",14446,4813
14000US36047091200,"Census Tract 912, Kings, NY",14692,5099
14000US36047091600,"Census Tract 916, Kings, NY",18043,7176
14000US36047091800,"Census Tract 918, Kings, NY",30781,16766
14000US36047092000,"Census Tract 920, Kings, NY",32711,10681
14000US36047092200,"Census Tract 922, Kings, NY",34867,15333
14000US36047092400,"Census Tract 924, Kings, NY",31020,3774
14000US36047092800,"Census Tract 928, Kings, NY",69149,24657
14000US36047093000,"Census Tract 930, Kings, NY",82566,16939
14000US36047093200,"Census Tract 932, Kings, NY",34271,26472
14000US36047093400,"Census Tract 934, Kings, NY",79595,8916
14000US36047093600,"Census Tract 936, Kings, NY",68638,6351
14000US36047093800,"Census Tract 938, Kings, NY",83153,16435
14000US36047094401,"Census Tract 944.01, Kings, NY",75000,16209
14000US36047094402,"Census Tract 944.02, Kings, NY",30916,5054
14000US36047094600,"Census Tract 946, Kings, NY",84595,21042
14000US36047095000,"Census Tract 950, Kings, NY",83846,19349
14000US36047095400,"Census Tract 954, Kings, NY",96597,30423
14000US36047095600,"Census Tract 956, Kings, NY",78547,13885
14000US36047095800,"Census Tract 958, Kings, NY",69120,16881
14000US36047096000,"Census Tract 960, Kings, NY",,
14000US36047096200,"Census Tract 962, Kings, NY",67344,29572
14000US36047096400,"Census Tract 964, Kings, NY",67763,26197
14000US36047096600,"Census Tract 966, Kings, NY",66968,10751
14000US36047096800,"Census Tract 968, Kings, NY",91080,15545
14000US36047097000,"Census Tract 970, Kings, NY",77895,50548
14000US36047097400,"Census Tract 974, Kings, NY",76767,17732
14000US36047098200,"Census Tract 982, Kings, NY",22309,2262
14000US36047098400,"Census Tract 984, Kings, NY",97386,30619
14000US36047098600,"Census Tract 986, Kings, NY",81369,14640
14000US36047098800,"Census Tract 988, Kings, NY",83628,15078
14000US36047099000,"Census Tract 990, Kings, NY",77721,20787
14000US36047099200,"Census Tract 992, Kings, NY",81542,6670
14000US36047099400,"Census Tract 994, Kings, NY",100266,9712
14000US36047099600,"Census Tract 996, Kings, NY",65260,18515
14000US36047099800,"Census Tract 998, Kings, NY",80938,16514
14000US36047100400,"Census Tract 1004, Kings, NY",76207,13504
14000US36047100600,"Census Tract 1006, Kings, NY",96597,28451
14000US36047100800,"Census Tract 1008, Kings, NY",84348,18793
14000US36047101000,"Census Tract 1010, Kings, NY",59070,37045
14000US36047101200,"Census Tract 1012, Kings, NY",85556,29030
14000US36047101400,"Census Tract 1014, Kings, NY",86923,15848
14000US36047101600,"Census Tract 1016, Kings, NY",106944,38536
14000US36047101800,"Census Tract 1018, Kings, NY",86188,17938
14000US36047102000,"Census Tract 1020, Kings, NY",111767,21384
14000US36047102200,"Census Tract 1022, Kings, NY",72273,13800
14000US36047102400,"Census Tract 1024, Kings, NY",74643,36371
14000US36047102600,"Census Tract 1026, Kings, NY",100417,18669
14000US36047102801,"Census Tract 1028.01, Kings, NY",86300,14296
14000US36047102802,"Census Tract 1028.02, Kings, NY",,
14000US36047103401,"Census Tract 1034.01, Kings, NY",17871,8413
14000US36047103402,"Census Tract 1034.02, Kings, NY",,
14000US36047105801,"Census Tract 1058.01, Kings, NY",19826,7105
14000US36047105804,"Census Tract 1058.04, Kings, NY",39446,7307
14000US36047107001,"Census Tract 1070.01, Kings, NY",53073,10565
14000US36047107002,"Census Tract 1070.02, Kings, NY",,
14000US36047107003,"Census Tract 1070.03, Kings, NY",,
14000US36047107800,"Census Tract 1078, Kings, NY",73847,6588
14000US36047109800,"Census Tract 1098, Kings, NY",52886,11910
14000US36047110400,"Census Tract 1104, Kings, NY",41949,17824
14000US36047110600,"Census Tract 1106, Kings, NY",28000,8625
14000US36047111000,"Census Tract 1110, Kings, NY",28365,5929
14000US36047111600,"Census Tract 1116, Kings, NY",72472,19539
14000US36047111800,"Census Tract 1118, Kings, NY",75299,30405
14000US36047112000,"Census Tract 1120, Kings, NY",54706,31038
14000US36047112200,"Census Tract 1122, Kings, NY",22734,16757
14000US36047112400,"Census Tract 1124, Kings, NY",44875,20105
14000US36047112600,"Census Tract 1126, Kings, NY",49311,27543
14000US36047112800,"Census Tract 1128, Kings, NY",40063,24917
14000US36047113000,"Census Tract 1130, Kings, NY",47700,12191
14000US36047113200,"Census Tract 1132, Kings, NY",50149,7313
14000US36047113400,"Census Tract 1134, Kings, NY",27059,15307
14000US36047114201,"Census Tract 1142.01, Kings, NY",,
14000US36047114202,"Census Tract 1142.02, Kings, NY",58576,25278
14000US36047114400,"Census Tract 1144, Kings, NY",72711,7390
14000US36047114600,"Census Tract 1146, Kings, NY",35464,6693
14000US36047115000,"Census Tract 1150, Kings, NY",63106,6930
14000US36047115200,"Census Tract 1152, Kings, NY",48894,11976
14000US36047115600,"Census Tract 1156, Kings, NY",25842,8258
14000US36047115800,"Census Tract 1158, Kings, NY",57617,31685
14000US36047116000,"Census Tract 1160, Kings, NY",41724,15161
14000US36047116200,"Census Tract 1162, Kings, NY",54097,16897
14000US36047116400,"Census Tract 1164, Kings, NY",60137,12007
14000US36047116600,"Census Tract 1166, Kings, NY",51477,26746
14000US36047116800,"Census Tract 1168, Kings, NY",61121,14462
14000US36047117000,"Census Tract 1170, Kings, NY",,
14000US36047117201,"Census Tract 1172.01, Kings, NY",56906,14976
14000US36047117202,"Census Tract 1172.02, Kings, NY",67929,30139
14000US36047117400,"Census Tract 1174, Kings, NY",,
14000US36047117601,"Census Tract 1176.01, Kings, NY",54167,20257
14000US36047117602,"Census Tract 1176.02, Kings, NY",53444,4397
14000US36047117800,"Census Tract 1178, Kings, NY",49423,15771
14000US36047118000,"Census Tract 1180, Kings, NY",,
14000US36047118201,"Census Tract 1182.01, Kings, NY",72098,19104
14000US36047118202,"Census Tract 1182.02, Kings, NY",60438,31670
14000US36047118400,"Census Tract 1184, Kings, NY",66408,9630
14000US36047118600,"Census Tract 1186, Kings, NY",75583,19808
14000US36047118800,"Census Tract 1188, Kings, NY",59112,17744
14000US36047119000,"Census Tract 1190, Kings, NY",48375,25269
14000US36047119200,"Census Tract 1192, Kings, NY",85071,59465
14000US36047119400,"Census Tract 1194, Kings, NY",55788,13199
14000US36047119600,"Census Tract 1196, Kings, NY",43916,5139
14000US36047119800,"Census Tract 1198, Kings, NY",38854,8896
14000US36047120000,"Census Tract 1200, Kings, NY",34522,21052
14000US36047120200,"Census Tract 1202, Kings, NY",80170,39866
14000US36047120801,"Census Tract 1208.01, Kings, NY",69235,65806
14000US36047120802,"Census Tract 1208.02, Kings, NY",30707,3983
14000US36047120803,"Census Tract 1208.03, Kings, NY",29331,604
14000US36047121000,"Census Tract 1210, Kings, NY",14494,7018
14000US36047121400,"Census Tract 1214, Kings, NY",20600,5215
14000US36047122000,"Census Tract 1220, Kings, NY",48036,14007
14000US36047123700,"Census Tract 1237, Kings, NY",45333,8380
14000US36047150200,"Census Tract 1502, Kings, NY",112228,34313
14000US36047152200,"Census Tract 1522, Kings, NY",205227,94701
14000US36047990100,"Census Tract 9901, Kings, NY",,
14000US36061000100,"Census Tract 1, New York, NY",,
14000US36061000201,"Census Tract 2.01, New York, NY",32286,18432
14000US36061000202,"Census Tract 2.02, New York, NY",31806,7207
14000US36061000500,"Census Tract 5, New York, NY",,
14000US36061000600,"Census Tract 6, New York, NY",19692,8736
14000US36061000700,"Census Tract 7, New York, NY",193276,24210
14000US36061000800,"Census Tract 8, New York, NY",28269,9995
14000US36061000900,"Census Tract 9, New York, NY",208438,67056
14000US36061001001,"Census Tract 10.01, New York, NY",101893,13095
14000US36061001002,"Census Tract 10.02, New York, NY",22183,4516
14000US36061001200,"Census Tract 12, New York, NY",83669,33044
14000US36061001300,"Census Tract 13, New York, NY",193065,22753
14000US36061001401,"Census Tract 14.01, New York, NY",95515,27174
14000US36061001402,"Census Tract 14.02, New York, NY",33793,26727
14000US36061001501,"Census Tract 15.01, New York, NY",109832,14629
14000US36061001502,"Census Tract 15.02, New York, NY",197993,42017
14000US36061001600,"Census Tract 16, New York, NY",41583,31261
14000US36061001800,"Census Tract 18, New York, NY",71567,17487
14000US36061002000,"Census Tract 20, New York, NY",25833,4576
14000US36061002100,"Census Tract 21, New York, NY",250001,
14000US36061002201,"Census Tract 22.01, New York, NY",26021,6158
14000US36061002202,"Census Tract 22.02, New York, NY",114676,23154
14000US36061002400,"Census Tract 24, New York, NY",14533,4549
14000US36061002500,"Census Tract 25, New York, NY",21381,3557
14000US36061002601,"Census Tract 26.01, New York, NY",32727,21998
14000US36061002602,"Census Tract 26.02, New York, NY",68537,23736
14000US36061002700,"Census Tract 27, New York, NY",107031,64005
14000US36061002800,"Census Tract 28, New York, NY",52448,12713
14000US36061002901,"Census Tract 29.01, New York, NY",,
14000US36061002902,"Census Tract 29.02, New York, NY",28615,15876
14000US36061003001,"Census Tract 30.01, New York, NY",78935,21877
14000US36061003002,"Census Tract 30.02, New York, NY",73607,19994
14000US36061003100,"Census Tract 31, New York, NY",193667,37499
14000US36061003200,"Census Tract 32, New York, NY",82984,13187
14000US36061003300,"Census Tract 33, New York, NY",250001,
14000US36061003400,"Census Tract 34, New York, NY",92569,26554
14000US36061003601,"Census Tract 36.01, New York, NY",44193,15883
14000US36061003602,"Census Tract 36.02, New York, NY",130924,48528
14000US36061003700,"Census Tract 37, New York, NY",211979,96997
14000US36061003800,"Census Tract 38, New York, NY",72736,9720
14000US36061003900,"Census Tract 39, New York, NY",190563,125111
14000US36061004001,"Census Tract 40.01, New York, NY",111985,32963
14000US36061004002,"Census Tract 40.02, New York, NY",139865,53132
14000US36061004100,"Census Tract 41, New York, NY",97287,24020
14000US36061004200,"Census Tract 42, New York, NY",128578,45026
14000US36061004300,"Census Tract 43, New York, NY",102763,39651
14000US36061004400,"Census Tract 44, New York, NY",125895,27330
14000US36061004500,"Census Tract 45, New York, NY",145370,65051
14000US36061004700,"Census Tract 47, New York, NY",137882,44760
14000US36061004800,"Census Tract 48, New York, NY",164620,11913
14000US36061004900,"Census Tract 49, New York, NY",119821,27470
14000US36061005000,"Census Tract 50, New York, NY",168125,42351
14000US36061005200,"Census Tract 52, New York, NY",165972,38565
14000US36061005400,"Census Tract 54, New York, NY",164700,36789
14000US36061005501,"Census Tract 55.01, New York, NY",178008,36190
14000US36061005502,"Census Tract 55.02, New York, NY",129250,32967
14000US36061005600,"Census Tract 56, New York, NY",162105,52222
14000US36061005700,"Census Tract 57, New York, NY",198529,64872
14000US36061005800,"Census Tract 58, New York, NY",138706,33556
14000US36061005900,"Census Tract 59, New York, NY",151031,26941
14000US36061006000,"Census Tract 60, New York, NY",189625,51869
14000US36061006100,"Census Tract 61, New York, NY",244702,44485
14000US36061006200,"Census Tract 62, New York, NY",100403,20651
14000US36061006300,"Census Tract 63, New York, NY",160781,30498
14000US36061006400,"Census Tract 64, New York, NY",102312,11351
14000US36061006500,"Census Tract 65, New York, NY",106561,13731
14000US36061006600,"Census Tract 66, New York, NY",101127,26213
14000US36061006700,"Census Tract 67, New York, NY",113685,21795
14000US36061006800,"Census Tract 68, New York, NY",136962,23709
14000US36061006900,"Census Tract 69, New York, NY",237500,65948
14000US36061007001,"Census Tract 70.01, New York, NY",110150,47426
14000US36061007002,"Census Tract 70.02, New York, NY",130405,39401
14000US36061007100,"Census Tract 71, New York, NY",176711,35837
14000US36061007200,"Census Tract 72, New York, NY",141161,28189
14000US36061007300,"Census Tract 73, New York, NY",142409,42874
14000US36061007400,"Census Tract 74, New York, NY",178045,22878
14000US36061007500,"Census Tract 75, New York, NY",109250,17426
14000US36061007600,"Census Tract 76, New York, NY",131429,43899
14000US36061007700,"Census Tract 77, New York, NY",143750,24626
14000US36061007800,"Census Tract 78, New York, NY",151900,35907
14000US36061007900,"Census Tract 79, New York, NY",104246,19912
14000US36061008000,"Census Tract 80, New York, NY",148750,20570
14000US36061008100,"Census Tract 81, New York, NY",144375,24960
14000US36061008200,"Census Tract 82, New York, NY",165911,50149
14000US36061008300,"Census Tract 83, New York, NY",56197,34272
14000US36061008400,"Census Tract 84, New York, NY",200521,99983
14000US36061008601,"Census Tract 86.01, New York, NY",153333,23151
14000US36061008602,"Census Tract 86.02, New York, NY",,
14000US36061008603,"Census Tract 86.03, New York, NY",204292,20810
14000US36061008700,"Census Tract 87, New York, NY",172825,39309
14000US36061008800,"Census Tract 88, New York, NY",119571,26399
14000US36061008900,"Census Tract 89, New York, NY",111131,32036
14000US36061009000,"Census Tract 90, New York, NY",146289,30873
14000US36061009100,"Census Tract 91, New York, NY",148859,50521
14000US36061009200,"Census Tract 92, New York, NY",153661,41678
14000US36061009300,"Census Tract 93, New York, NY",87706,22548
14000US36061009400,"Census Tract 94, New York, NY",,
14000US36061009500,"Census Tract 95, New York, NY",154274,44597
14000US36061009600,"Census Tract 96, New York, NY",98846,97208
14000US36061009700,"Census Tract 97, New York, NY",64672,25237
14000US36061009800,"Census Tract 98, New York, NY",99657,30566
14000US36061009901,"Census Tract 99.01, New York, NY",250001,
14000US36061009902,"Census Tract 99.02, New York, NY",140077,23363
14000US36061009903,"Census Tract 99.03, New York, NY",143011,82150
14000US36061010000,"Census Tract 100, New York, NY",101406,55327
14000US36061010100,"Census Tract 101, New York, NY",101500,33110
14000US36061010200,"Census Tract 102, New York, NY",83857,34506
14000US36061010300,"Census Tract 103, New York, NY",110756,30045
14000US36061010400,"Census Tract 104, New York, NY",165000,57967
14000US36061010601,"Census Tract 106.01, New York, NY",243082,54350
14000US36061010602,"Census Tract 106.02, New York, NY",194188,45533
14000US36061010801,"Census Tract 108.01, New York, NY",171250,28892
14000US36061010802,"Census Tract 108.02, New York, NY",139327,31485
14000US36061010803,"Census Tract 108.03, New York, NY",139261,44250
14000US36061010900,"Census Tract 109, New York, NY",155417,47068
14000US36061011000,"Census Tract 110, New York, NY",144430,28097
14000US36061011100,"Census Tract 111, New York, NY",109868,30566
14000US36061011201,"Census Tract 112.01, New York, NY",184200,43860
14000US36061011202,"Census Tract 112.02, New York, NY",222500,126403
14000US36061011203,"Census Tract 112.03, New York, NY",182014,49474
14000US36061011300,"Census Tract 113, New York, NY",81667,8561
14000US36061011401,"Census Tract 114.01, New York, NY",250001,
14000US36061011402,"Census Tract 114.02, New York, NY",204000,112762
14000US36061011500,"Census Tract 115, New York, NY",147159,43028
14000US36061011600,"Census Tract 116, New York, NY",87987,34373
14000US36061011700,"Census Tract 117, New York, NY",124111,38749
14000US36061011800,"Census Tract 118, New York, NY",158472,24369
14000US36061011900,"Census Tract 119, New York, NY",18056,4457
14000US36061012000,"Census Tract 120, New York, NY",161526,79546
14000US36061012101,"Census Tract 121.01, New York, NY",54850,26764
14000US36061012102,"Census Tract 121.02, New York, NY",52689,12984
14000US36061012200,"Census Tract 122, New York, NY",231701,50152
14000US36061012400,"Census Tract 124, New York, NY",134163,26603
14000US36061012500,"Census Tract 125, New York, NY",157177,56610
14000US36061012601,"Census Tract 126.01, New York, NY",102125,16276
14000US36061012602,"Census Tract 126.02, New York, NY",177882,39112
14000US36061012700,"Census Tract 127, New York, NY",132578,41898
14000US36061012800,"Census Tract 128, New York, NY",166797,48287
14000US36061012901,"Census Tract 129.01, New York, NY",112589,29493
14000US36061012902,"Census Tract 129.02, New York, NY",86514,11646
14000US36061013000,"Census Tract 130, New York, NY",175208,64235
14000US36061013100,"Census Tract 131, New York, NY",97240,25909
14000US36061013201,"Census Tract 132.01, New York, NY",107895,69811
14000US36061013202,"Census Tract 132.02, New York, NY",83240,49271
14000US36061013203,"Census Tract 132.03, New York, NY",110642,56334
14000US36061013300,"Census Tract 133, New York, NY",84772,21833
14000US36061013400,"Census Tract 134, New York, NY",127788,42995
14000US36061013501,"Census Tract 135.01, New York, NY",57741,23670
14000US36061013502,"Census Tract 135.02, New York, NY",,
14000US36061013601,"Census Tract 136.01, New York, NY",227462,90622
14000US36061013602,"Census Tract 136.02, New York, NY",142734,63975
14000US36061013603,"Census Tract 136.03, New York, NY",111912,49097
14000US36061013604,"Census Tract 136.04, New York, NY",126863,35803
14000US36061013700,"Census Tract 137, New York, NY",164849,50329
14000US36061013800,"Census Tract 138, New York, NY",163182,25083
14000US36061013900,"Census Tract 139, New York, NY",103362,22491
14000US36061014000,"Census Tract 140, New York, NY",131641,34225
14000US36061014200,"Census Tract 142, New York, NY",211951,89044
14000US36061014300,"Census Tract 143, New York, NY",,
14000US36061014401,"Census Tract 144.01, New York, NY",166583,49167
14000US36061014402,"Census Tract 144.02, New York, NY",135301,23921
14000US36061014500,"Census Tract 145, New York, NY",184231,25765
14000US36061014601,"Census Tract 146.01, New York, NY",131488,28733
14000US36061014602,"Census Tract 146.02, New York, NY",115790,15293
14000US36061014700,"Census Tract 147, New York, NY",207425,25139
14000US36061014801,"Census Tract 148.01, New York, NY",168068,25997
14000US36061014802,"Census Tract 148.02, New York, NY",139196,46384
14000US36061014900,"Census Tract 149, New York, NY",149324,37111
14000US36061015001,"Census Tract 150.01, New York, NY",175893,44076
14000US36061015002,"Census Tract 150.02, New York, NY",250001,
14000US36061015101,"Census Tract 151.01, New York, NY",26533,12150
14000US36061015102,"Census Tract 151.02, New York, NY",145608,66391
14000US36061015200,"Census Tract 152, New York, NY",114406,19296
14000US36061015301,"Census Tract 153.01, New York, NY",135911,50081
14000US36061015302,"Census Tract 153.02, New York, NY",127339,41388
14000US36061015401,"Census Tract 154.01, New York, NY",107342,33436
14000US36061015402,"Census Tract 154.02, New York, NY",104593,56296
14000US36061015403,"Census Tract 154.03, New York, NY",91853,33084
14000US36061015501,"Census Tract 155.01, New York, NY",191490,66452
14000US36061015502,"Census Tract 155.02, New York, NY",136549,37750
14000US36061015601,"Census Tract 156.01, New York, NY",106520,23659
14000US36061015602,"Census Tract 156.02, New York, NY",67813,42112
14000US36061015700,"Census Tract 157, New York, NY",140734,21557
14000US36061015801,"Census Tract 158.01, New York, NY",165481,36054
14000US36061015802,"Census Tract 158.02, New York, NY",77889,29354
14000US36061015900,"Census Tract 159, New York, NY",144315,30528
14000US36061016001,"Census Tract 160.01, New York, NY",250001,
14000US36061016002,"Census Tract 160.02, New York, NY",122688,36089
14000US36061016100,"Census Tract 161, New York, NY",119914,24237
14000US36061016200,"Census Tract 162, New York, NY",28189,12892
14000US36061016300,"Census Tract 163, New York, NY",121569,39355
14000US36061016400,"Census Tract 164, New York, NY",25156,11184
14000US36061016500,"Census Tract 165, New York, NY",194477,38695
14000US36061016600,"Census Tract 166, New York, NY",,
14000US36061016700,"Census Tract 167, New York, NY",215827,26039
14000US36061016800,"Census Tract 168, New York, NY",34115,14862
14000US36061016900,"Census Tract 169, New York, NY",153854,36359
14000US36061017000,"Census Tract 170, New York, NY",40742,8569
14000US36061017100,"Census Tract 171, New York, NY",148201,37251
14000US36061017200,"Census Tract 172, New York, NY",35486,17206
14000US36061017300,"Census Tract 173, New York, NY",116969,31015
14000US36061017401,"Census Tract 174.01, New York, NY",37464,9250
14000US36061017402,"Census Tract 174.02, New York, NY",57750,15754
14000US36061017500,"Census Tract 175, New York, NY",163000,56448
14000US36061017700,"Census Tract 177, New York, NY",97412,46718
14000US36061017800,"Census Tract 178, New York, NY",46198,22856
