wkt_geom	MEAN_X	MEAN_Y	object_id	lat	lon
Point (1027847.96162179112434387 206252.33661549040698446)	1027847.9616217911	206252.3366154904	461	40.73268	-73.8426889
Point (1028901.11499249387998134 204826.51783049377263524)	1028901.1149924939	204826.51783049377	476	40.72876	-73.8388984
Point (1029173.6326511480147019 207855.04330926050897688)	1029173.632651148	207855.0433092605	525	40.73708	-73.8378949
Point (1029326.52648359269369394 198066.40417346291360445)	1029326.5264835927	198066.40417346294	479	40.71021	-73.8374088
Point (1029375.07049888372421265 206872.16767022758722305)	1029375.0704988837	206872.1676702276	382	40.73438	-73.8371746
Point (1029579.4219602644443512 206499.71746368333697319)	1029579.4219602644	206499.71746368334	486	40.73335	-73.8364398
Point (1029845.91685232357122004 204371.4538760980067309)	1029845.9168523236	204371.453876098	515	40.72751	-73.8354926
Point (1030034.14638983213808388 205513.2587520033121109)	1030034.1463898321	205513.2587520033	516	40.73064	-73.8348058
Point (1030057.90476313605904579 204484.46197976917028427)	1030057.9047631361	204484.46197976917	528	40.72782	-73.834727
Point (1030152.26694317907094955 204706.33046647161245346)	1030152.2669431791	204706.3304664716	473	40.72843	-73.8343851
Point (1030170.80824468284845352 204753.3115076869726181)	1030170.8082446828	204753.31150768697	472	40.72856	-73.8343179
Point (1030226.79829017817974091 204922.33265914767980576)	1030226.7982901782	204922.33265914768	481	40.72902	-73.8341147
Point (1031993.81903434544801712 197863.66551010310649872)	1031993.8190343454	197863.66551010314	318	40.70964	-73.8277894
Point (1034200.22505459189414978 221645.03609031438827515)	1034200.2250545919	221645.0360903144	377	40.7749	-73.8196543
Point (1035613.27390171587467194 217303.49523273110389709)	1035613.2739017158	217303.49523273113	376	40.76297	-73.8145857
Point (1037401.154840387403965 203228.04864613711833954)	1037401.1548403874	203228.04864613712	375	40.72433	-73.8082429
Point (1047345.95237201452255249 218413.41181210428476334)	1047345.9523720145	218413.41181210428	379	40.76594	-73.7722221
Point (1047515.35180355608463287 217997.02140472829341888)	1047515.3518035561	217997.0214047283	381	40.7648	-73.7716145
Point (1047644.6264793872833252 217684.10208306461572647)	1047644.6264793873	217684.10208306462	380	40.76394	-73.7711508
Point (1047905.36431092768907547 217608.04416431486606598)	1047905.3643109277	217608.04416431487	378	40.76373	-73.7702103
Point (1051128.20547021925449371 185860.95673997700214386)	1051128.2054702193	185860.95673997697	322	40.67657	-73.7588917
Point (1055188.49448436009697616 159928.68391084173345007)	1055188.49448436	159928.68391084173	517	40.60536	-73.7445264
Point (1055376.34461171925067902 159644.69929727166891098)	1055376.3446117193	159644.69929727167	542	40.60458	-73.7438529
Point (1055515.97687838226556778 159444.33060351759195328)	1055515.9768783823	159444.33060351762	405	40.60403	-73.7433521
Point (1055628.35870742797851563 159278.94215476512908936)	1055628.358707428	159278.94215476513	541	40.60357	-73.7429492
Point (1055764.42202891898341477 159090.54013656079769135)	1055764.422028919	159090.5401365608	504	40.60305	-73.7424612
Point (1055818.81272284686565399 159029.67723335325717926)	1055818.8127228469	159029.67723335326	323	40.60289	-73.7422659
Point (1055899.38998951017856598 158915.44206155836582184)	1055899.3899895102	158915.44206155834	324	40.60257	-73.741977
Point (1056074.98569662659429014 158679.73855846267542802)	1056074.9856966266	158679.73855846268	325	40.60192	-73.7413471
Point (1056284.10559147596359253 158493.06757822632789612)	1056284.105591476	158493.06757822636	326	40.60141	-73.740596
Point (1056446.62167064100503922 158342.20994030684232712)	1056446.621670641	158342.20994030684	319.99999999999994	40.60099	-73.7400124
Point (1056606.48847688734531403 158161.32447531074285507)	1056606.4884768873	158161.32447531074	321	40.6005	-73.7394387
Point (1056766.34396426379680634 157966.61341460794210434)	1056766.3439642638	157966.61341460794	319	40.59996	-73.7388651
